,№ - ТОП,№,Адрес,Площадь м2,Год,Этажей,Подьездов,Помещений / Квартир
2835,,,"ул. Гродненская, д. 7, Москва",2459.0,1965,5,1,не указано
2836,,,"пер. Даев, д. 31, стр. 2, Москва",2448.8,1914,5,1,14
2837,,,"проезд. Дежнева, д. 8, Москва",2695.0,1964,5,2,60
2838,,,"ул. Демьяна Бедного, д. 3, к. 5, Москва",4105.9,1959,5,3,59
2839,,,"ул. Демьяна Бедного, д. 20, к. 4, Москва",6108.7,1962,5,5,100
2840,,,"ул. Дмитрия Ульянова, д. 13, к. 1, Москва",2557.7,1959,5,3,59
2841,,,"ул. Дмитрия Ульянова, д. 30, Москва",4105.4,1957,5,3,46
2842,,,"ш. Дмитровское, д. 23, к. 1, Москва",2569.3,1961,5,3,60
2844,,,"ш. Дмитровское, д. 95, к. 2, Москва",4621.5,1984,5,4,79
2845,,,"ш. Дмитровское, д. 123, к. 1, Москва",2579.0,1961,5,2,36
2846,,,"ул. Добролюбова, д. 21, Москва",1173.0,1958,5,1,20
2848,,,"ул. Долгопрудная, д. 6, к. 1, Москва",4086.0,1964,5,3,60
2849,,,"проезд. Донелайтиса, д. 26, Москва",3498.0,1964,5,4,80
2850,,,"ул. Дубининская, д. 65, к. 1, Москва",3477.5,1960,5,3,56
2851,,,"пер. Духовской, д. 20, к. Б, Москва",2975.0,1958,5,3,60
2852,,,"ул. Колесовой Елены, д. 3, Москва",5790.3,1960,5,3,65
2853,,,"ул. Ереванская, д. 4, к. 1, Москва",2603.0,1964,5,3,60
2854,,,"ул. Ереванская, д. 12, к. 4, Москва",3488.0,1965,5,4,80
2855,,,"ул. Ереванская, д. 16, к. 4, Москва",3551.0,1965,5,4,80
2856,,,"ул. Ефремова, д. 11, Москва",3590.0,1959,5,3,50
2857,,,"ул. Живописная, д. 4, к. 1, Москва",4150.6,1962,5,3,60
2858,,,"ул. Живописная, д. 30, к. 3, Москва",2713.0,1965,5,3,60
2859,,,"ул. Живописная, д. 58, Москва",3291.0,1962,5,3,60
2861,,,"ш. Загородное, д. 15, к. 1, Москва",4610.2,1956,5,4,52
2862,,,"ул. Зарайская, д. 64, Москва",3430.9,1963,5,4,80
2863,,,"ул. Затонная, д. 5, к. 5, Москва",3652.3,1965,5,4,80
2864,,,"ш. Звенигородское, д. 7, Москва",1919.0,1961,5,2,27
2865,,,"ул. Зеленодольская, д. 6, Москва",3985.0,1954,5,2,4
2866,,,"ул. Зеленодольская, д. 45, к. 4, Москва",2570.5,1963,5,3,60
2867,,,"пр-кт. Зеленый, д. 29, к. 3, Москва",6645.5,1965,5,4,80
2868,,,"пр-кт. Зеленый, д. 69, к. 2, Москва",2576.0,1964,5,3,60
2869,,,"пр-кт. Зеленый, д. 89, к. 1, Москва",6760.6,1960,5,4,80
2870,,,"ул. Зои и Александра Космодемьянских, д. 17/2, Москва",5486.0,1953,5,3,52
2871,,,"пер. Зоологический, д. 9-11, Москва",2774.0,1958,5,3,30
2872,,,"ул. Ивана Бабушкина, д. 23, к. 4, Москва",3811.9,1959,5,4,60
2873,,,"ул. Ивана Франко, д. 30, к. 2, Москва",2505.0,0,5,3,128
2874,,,"ул. Ивантеевская, д. 15, к. 2, Москва",1555.0,1961,5,2,40
2875,,,"ул. Ивантеевская, д. 28, к. 3, Москва",3475.0,1960,5,4,80
2876,,,"пл. Измайловская, д. 13, Москва",2594.0,1962,5,3,60
2877,,,"б-р. Измайловский, д. 12, Москва",5176.61,1953,5,3,54
2878,,,"пр-кт. Измайловский, д. 65, Москва",3088.0,1961,5,10,не указано
2879,,,"пр-кт. Измайловский, д. 87, Москва",3540.0,1962,5,4,70
2880,,,"ул. Икшинская, д. 10, Москва",6132.0,1963,5,4,80
2881,,,"ул. Инженерная, д. 28, Москва",2615.0,1961,5,3,45
2882,,,"б-р. Кавказский, д. 3, к. 2, Москва",3512.0,1966,5,4,80
2883,,,"б-р. Кавказский, д. 34, к. 2, Москва",4459.0,1965,5,5,100
2884,,,"проезд. Кадомцева, д. 11, к. 2, Москва",3580.0,1961,5,3,43
2885,,,"пер. Казарменный, д. 4, стр. 2, Москва",1208.0,1956,5,Не указано,15
2886,,,"ул. Кантемировская, д. 41, Москва",4447.0,1965,5,5,100
2887,,,"наб. Карамышевская, д. 22, к. 1, Москва",5153.3,1960,5,5,80
2888,,,"ул. Каспийская, д. 8, Москва",3499.0,1966,5,4,80
2889,,,"ул. Каспийская, д. 28, к. 3, Москва",3516.0,1965,5,4,79
2890,,,"ул. Кастанаевская, д. 32, к. 2, Москва",4191.2,1958,5,3,60
2891,,,"ул. Кастанаевская, д. 57, к. 1, Москва",3712.9,1961,5,1,107
2892,,,"ул. Каховка, д. 14, к. 4, Москва",5025.0,1964,5,6,116
2893,,,"ул. Каховка, д. 21, к. 2, Москва",5171.8,1965,5,6,120
2894,,,"ш. Каширское, д. 11, к. 3, Москва",4058.2,1953,5,Не указано,2
2895,,,"ш. Каширское, д. 44, к. 3, Москва",3991.0,1960,5,3,60
2896,,,"ул. Кедрова, д. 4, к. 1, Москва",3077.4,1954,5,2,40
2897,,,"ул. Кедрова, д. 16, к. 2, Москва",3564.5,1962,5,Не указано,Не указано
2898,,,"ул. Керченская, д. 24, Москва",6136.0,1964,5,7,140
2899,,,"ул. Кибальчича, д. 13, Москва",2546.0,1960,5,3,60
2900,,,"ул. Клочкова, д. 8, Москва",4124.0,1965,5,3,60
2901,,,"ул. Колодезная, д. 7, к. 6, Москва",2776.0,1928,5,4,40
2902,,,"ул. Коминтерна, д. 9, к. 2, Москва",2502.0,1958,5,3,45
2903,,,"ул. Коминтерна, д. 54, к. 1, Москва",3202.0,1963,5,4,76
2904,,,"ул. Коновалова, д. 12, Москва",4755.7,1963,5,5,100
2905,,,"ул. Константина Федина, д. 6, Москва",3824.2,1958,5,4,80
2906,,,"ул. Константинова, д. 14, Москва",1597.0,1964,5,2,39
2907,,,"ул. Константинова, д. 34, к. 1, Москва",2490.0,1962,5,3,60
2908,,,"ул. Коптевская, д. 26, к. 1, Москва",3757.9,1953,5,4,59
2909,,,"ул. Коптевская, д. 34, к. 1, Москва",3736.2,1962,5,4,76
2910,,,"б-р. Коптевский, д. 16, к. 1, Москва",3596.2,1956,5,3,48
2911,,,"ш. Коровинское, д. 4, к. 4, Москва",6710.4,1964,5,6,119
2912,,,"ул. Короленко, д. 2/23, к. 5, Москва",2394.9,1958,5,3,42
2913,,,"ул. Космонавта Волкова, д. 17, к. 1, Москва",3437.0,0,5,4,80
2914,,,"ул. Кошкина, д. 9, Москва",5650.0,1961,5,4,70
2915,,,"ул. Коштоянца, д. 23, Москва",4499.0,1962,5,5,100
2916,,,"ул. Красноармейская, д. 8, к. 2, Москва",2515.0,1958,5,3,45
2917,,,"ул. Красноармейская, д. 26, к. 2, Москва",3487.7,1959,5,3,40
2918,,,"ул. Краснодонская, д. 3, к. 1, Москва",6704.3,1966,5,8,159
2919,,,"ул. Краснодонская, д. 14, к. 3, Москва",3981.5,1956,5,4,80
2920,,,"ул. Красных Зорь, д. 27, Москва",2528.0,1966,5,3,60
2921,,,"ул. Кременчугская, д. 6, к. 1, Москва",4614.4,1963,5,3,48
2922,,,"ул. Кржижановского, д. 4, к. 1, Москва",5813.7,1956,5,4,58
2923,,,"ул. Кржижановского, д. 17, к. 2, Москва",3941.2,1955,5,2,5
2924,,,"ул. Криворожская, д. 5, Москва",4161.0,1962,5,4,80
2926,,,"туп. Крымский, д. 6, Москва",1424.9,1957,5,1,20
2927,,,"ул. Кубанская, д. 22, Москва",3340.2,1964,5,4,72
2928,,,"ул. Кубинка, д. 18, к. 2, Москва",3707.0,1961,5,Не указано,99
2929,,,"ш. Куркинское, д. 34, Москва",1628.0,2003,5,1,15
2930,,,"пр-кт. Кутузовский, д. 61, Москва",4811.3,1960,5,4,55
2931,,,"пр-кт. Кутузовский, д. 78, Москва",7424.9,1960,5,5,100
2932,,,"ул. Лавочкина, д. 20, Москва",9545.8,1966,5,7,139
2933,,,"ул. Лазо, д. 8, к. 2, Москва",4521.2,1968,5,3,130
2934,,,"ш. Ленинградское, д. 36, к. 1, Москва",7955.0,1959,5,8,136
2936,,,"пр-кт. Ленинский, д. 43, к. 11, Москва",2471.5,1960,5,3,60
2938,,,"ул. Летчика Бабушкина, д. 3, Москва",3967.6,1963,5,4,69
2939,,,"ул. Летчика Бабушкина, д. 17, Москва",3225.6,1959,5,4,80
2940,,,"ул. Лечебная, д. 17, Москва",4058.2,1958,5,3,50
2941,,,"ул. Линии Октябрьской Железной Дороги, д. 4А, Москва",4896.0,1962,5,3,98
2942,,,"ул. Лобанова, д. 6, Москва",6410.0,1956,5,1,5
2943,,,"ул. Лобачевского, д. 68, Москва",4478.0,1962,5,5,100
2944,,,"ул. Лодочная, д. 31, стр. 3, Москва",3393.0,1966,5,4,не указано
2945,,,"проезд. Локомотивный, д. 9А, Москва",3938.0,1968,5,4,80
2946,,,"ул. Лосевская, д. 22, Москва",6859.7,1972,5,8,128
2947,,,"ул. Люблинская, д. 17, к. 1, Москва",3005.0,1963,5,3,48
2948,,,"ул. Люблинская, д. 121/1, Москва",3687.0,1934,5,5,48
2949,,,"пер. Магистральный, д. 5А, Москва",3016.0,1958,5,3,30
2950,,,"ул. Ботаническая М., д. 4, Москва",2476.0,1960,5,3,45
2951,,,"ул. Ботаническая М., д. 17, Москва",2447.0,1959,5,3,45
2952,,,"ул. Ордынка М., д. 5/6, стр. 4, Москва",2681.5,1912,5,1,29
2953,,,"ул. Пироговская М., д. 27, к. 2, Москва",4081.0,1962,5,4,80
2954,,,"ул. Филевская М., д. 2, к. 1, Москва",5354.4,1959,5,4,79
2955,,,"ул. Филевская М., д. 12, к. 1, Москва",6217.2,1961,5,4,78
2956,,,"ул. Маломосковская, д. 15А, Москва",2501.0,1961,5,3,60
2957,,,"пер. Каковинский М., д. 2/6, стр. 1, Москва",1054.5,1916,5,Не указано,Не указано
2958,,,"пер. Трехгорный М., д. 8/10, стр. 1, Москва",2914.3,1958,5,3,42
2959,,,"ул. Мантулинская, д. 10, Москва",7283.2,1926,5,10,73
2960,,,"ул. Мартеновская, д. 6, к. 1, Москва",6986.8,1960,5,4,50
2962,,,"ул. Маршала Бирюзова, д. 16, Москва",7763.0,1954,5,5,64
2964,,,"пр-кт. Маршала Жукова, д. 8, к. 1, Москва",7519.0,1965,5,5,не указано
2965,,,"пр-кт. Маршала Жукова, д. 16, к. 7, Москва",5844.5,1967,5,4,80
2967,,,"пр-кт. Маршала Жукова, д. 51, к. 2, Москва",2758.7,1961,5,Не указано,60
2968,,,"ул. Маршала Малиновского, д. 1, Москва",2836.0,1965,5,3,60
2969,,,"ул. Маршала Неделина, д. 14, к. 1, Москва",3333.0,1966,5,4,80
2970,,,"ул. Маршала Новикова, д. 8, к. 1, Москва",2845.0,1966,5,3,60
2971,,,"б-р. Маршала Рокоссовского, д. 1, к. 1, Москва",4152.6,1960,5,3,60
2972,,,"б-р. Маршала Рокоссовского, д. 28/14, Москва",2486.0,1964,5,3,79
2973,,,"ул. Маршала Рыбалко, д. 8, Москва",3075.0,1957,5,4,30
2974,,,"ул. Маршала Соколовского, д. 12, Москва",4259.0,1953,5,4,60
2975,,,"ул. Маршала Тухачевского, д. 44, к. 2, Москва",5895.2,1963,5,4,80
2976,,,"ул. Матвеевская, д. 24, Москва",7799.4,1967,5,9,179
2977,,,"б-р. Матроса Железняка, д. 12, к. а, Москва",4368.3,1959,5,3,73
2978,,,"ул. Матросова, д. 29, Москва",4571.6,1965,5,3,60
2979,,,"ул. Медиков, д. 6, Москва",7696.0,1967,5,9,178
2980,,,"ул. Менжинского, д. 5, Москва",9838.0,1955,5,5,74
2981,,,"ул. Менжинского, д. 19, к. 2, Москва",2563.3,1961,5,3,60
2982,,,"ул. Металлургов, д. 20, к. 3, Москва",6597.0,1965,5,4,80
2984,,,"ул. Мещанская, д. 10, Москва",2430.0,1901,5,2,32
2985,,,"ул. Мещерякова, д. 4, к. 2, Москва",5238.3,1952,5,3,50
2986,,,"ул. Минская, д. 6, к. 1, Москва",2547.0,1960,5,3,60
2987,,,"ул. Минская, д. 16, к. 1, Москва",4077.5,1959,5,4,88
2988,,,"пр-кт. Мира, д. 124, к. 2, Москва",1631.0,1934,5,2,20
2989,,,"пр-кт. Мира, д. 179А, Москва",2498.0,1962,5,3,60
2990,,,"ул. Михайлова, д. 10, Москва",3430.0,1962,5,4,80
2991,,,"ул. Михайлова, д. 19, Москва",1575.0,1960,5,2,39
2992,,,"ул. Михалковская, д. 40, Москва",4444.0,1917,5,3,162
2993,,,"ул. Мишина, д. 38, Москва",5651.0,1953,5,5,61
2994,,,"ш. Можайское, д. 48, Москва",1708.0,1959,5,2,40
2995,,,"ул. Молодогвардейская, д. 24, к. 5, Москва",4501.0,1965,5,Не указано,Не указано
2996,,,"ул. Молодогвардейская, д. 53, Москва",2769.7,1960,5,3,60
2997,,,"ул. Москворечье, д. 9, к. 1, Москва",3032.6,1965,5,3,60
2998,,,"ул. Москворечье, д. 55, к. 1, Москва",4631.4,1962,5,3,60
2999,,,"ул. Мосфильмовская, д. 19, к. 1, Москва",4130.0,1960,5,4,68
3000,,,"проезд. Мукомольный, д. 11, Москва",4183.2,1964,5,4,54
3002,,,"наб. Нагатинская, д. 46, к. 3, Москва",5163.0,1963,5,6,118
3003,,,"ул. Нагорная, д. 12, к. 3, Москва",2968.0,1963,5,3,60
3004,,,"ул. Нагорная, д. 24, к. 6, Москва",1903.0,1959,5,2,40
3005,,,"ул. Нагорная, д. 29, к. 3, Москва",4102.0,1961,5,4,80
3006,,,"ул. Нагорная, д. 40, Москва",3547.0,1964,5,4,80
3007,,,"б-р. Нагорный, д. 9, Москва",3836.0,1958,5,4,58
3008,,,"ул. Нарвская, д. 4, Москва",3028.0,1961,5,3,60
3009,,,"ул. Наримановская, д. 21, Москва",2578.8,1967,5,3,60
3010,,,"ул. Народного Ополчения, д. 12, к. 3, Москва",4185.6,1959,5,3,60
3011,,,"ул. Народного Ополчения, д. 15, к. 3, Москва",2801.0,1959,5,1,не указано
3013,,,"пр-кт. Нахимовский, д. 61, к. 5, Москва",3400.8,1960,5,4,80
3014,,,"ул. Нижегородская, д. 56, Москва",3679.0,1961,5,4,72
3015,,,"ул. Нижегородская, д. 75а, Москва",2643.0,1962,5,3,60
3017,,,"ул. Масловка Нижн., д. 11, к. 1, Москва",1625.0,1962,5,2,36
3018,,,"ул. Никитинская, д. 8, к. 1, Москва",4219.0,1965,5,4,64
3020,,,"ул. Никитинская, д. 33, Москва",4671.9,1962,5,3,60
3021,,,"ул. Николая Химушина, д. 11, к. 1, Москва",2432.0,1961,5,3,45
3022,,,"ул. Басманная Нов., д. 14, стр. 1, Москва",5777.7,1904,5,2,12
3023,,,"наб. Новикова-Прибоя, д. 6, к. 2, Москва",6017.0,1963,5,4,80
3025,,,"ул. Новогиреевская, д. 10, к. 2, Москва",3986.9,1961,5,3,58
3026,,,"ул. Новогиреевская, д. 39, Москва",3587.7,1952,5,4,58
3027,,,"ул. Новозаводская, д. 2, к. 1, Москва",2838.6,1959,5,3,56
3028,,,"ул. Новокосинская, д. 9, к. 3, Москва",4506.7,1998,5,5,68
3029,,,"ул. Новолесная, д. 3-5, стр. 1, Москва",1732.0,1958,5,1,не указано
3030,,,"ул. Новороссийская, д. 15, Москва",2468.0,1963,5,3,60
3031,,,"ул. Новослободская, д. 10, стр. 1, Москва",2246.0,1910,5,2,12
3032,,,"проезд. Новохорошевский, д. 19, к. 1, Москва",3915.2,1958,5,3,42
3033,,,"ул. Новочеремушкинская, д. 1/14, к. 3, Москва",4140.3,1961,5,4,76
3035,,,"ул. Новощукинская, д. 9, Москва",2861.0,1962,5,3,60
3036,,,"ул. Одесская, д. 7, Москва",3403.0,1962,5,4,80
3037,,,"наб. Озерковская, д. 44, Москва",3128.57,1928,5,3,28
3038,,,"ул. Озерная, д. 34, к. 1, Москва",3481.0,1964,5,4,80
3039,,,"проезд. Окружной, д. 13, Москва",3445.4,1957,5,3,50
3040,,,"ул. Октябрьская, д. 5, Москва",3124.8,1917,5,2,33
3041,,,"ул. Октябрьская, д. 62, Москва",2495.0,1960,5,4,80
3042,,,"пер. Олсуфьевский, д. 2/4, Москва",2339.0,1993,5,3,20
3043,,,"ул. Онежская, д. 9/4, к. Б, Москва",6780.2,1956,5,5,99
3045,,,"ул. Оренбургская, д. 17, Москва",6113.8,1967,5,7,130
3046,,,"ул. Оршанская, д. 4, Москва",3527.3,1964,5,4,80
3048,,,"ш. Открытое, д. 2, к. 6, Москва",4476.3,1958,5,3,60
3049,,,"ш. Открытое, д. 3, к. 10, Москва",2605.0,1960,5,3,60
3050,,,"ш. Открытое, д. 6, к. 1, Москва",3370.0,1964,5,4,80
3051,,,"ш. Открытое, д. 17, к. 12, Москва",2566.0,1963,5,3,60
3052,,,"ш. Открытое, д. 21, к. 9, Москва",7748.0,1963,5,9,179
3053,,,"ш. Открытое, д. 25, к. 2, Москва",4059.0,1964,5,4,не указано
3054,,,"ш. Открытое, д. 27, к. 3, Москва",3509.2,1964,5,4,80
3055,,,"ш. Открытое, д. 29, к. 8, Москва",2456.0,1964,5,3,59
3056,,,"наб. Павелецкая, д. 10, к. 3, Москва",3992.2,1957,5,3,40
3057,,,"ул. Палиха, д. 7-9, к. 5, Москва",2212.0,1928,5,3,32
3058,,,"ул. Паперника, д. 3, Москва",3350.0,1963,5,4,80
3059,,,"ул. Парковая, д. 3, Москва",4449.9,1972,5,Не указано,80
3060,,,"ул. Партизанская, д. 51, к. 1, Москва",3432.4,1960,5,4,160
3061,,,"проезд. Парусный, д. 15, Москва",3431.0,1966,5,4,64
3062,,,"ул. Первомайская, д. 26, Москва",2658.8,1960,5,3,40
3063,,,"ул. Первомайская, д. 52, Москва",3894.5,1962,5,4,72
3064,,,"ул. Перекопская, д. 2/4, Москва",2601.0,1964,5,3,60
3066,,,"ул. Перовская, д. 15, Москва",7409.6,1960,5,4,69
3067,,,"ул. Перовская, д. 38, к. 1, Москва",4110.0,1963,5,3,60
3068,,,"ул. Перовская, д. 55, Москва",1893.0,1970,5,3,48
3069,,,"пер. Песчаный, д. 10, к. 2, Москва",2492.5,1967,5,Не указано,Не указано
3070,,,"пер. Петровский, д. 5, стр. 9, Москва",2163.0,1888,5,1,10
3071,,,"проезд. Петровско-Разумовский, д. 17, Москва",4282.0,1958,5,3,58
3072,,,"ул. Пивченкова, д. 4, Москва",4206.0,1959,5,3,60
3073,,,"ул. Писцовая, д. 16, к. 2, Москва",3772.0,1931,5,4,52
3074,,,"ул. Планетная, д. 16, Москва",4197.0,1964,5,5,100
3076,,,"ул. Плеханова, д. 21, Москва",5270.6,1965,5,4,80
3077,,,"ул. Плеханова, д. 26, к. 2, Москва",4834.6,1968,5,3,60
3078,,,"ул. Плющева, д. 15, к. 3, Москва",3258.2,1963,5,2,75
3079,,,"ул. Плющиха, д. 43-47, Москва",8059.0,1958,5,6,91
3080,,,"проезд. Погонный, д. 4, Москва",4968.0,1965,5,6,119
3081,,,"ул. Подвойского, д. 6, Москва",2623.6,1960,5,3,60
3082,,,"пер. Подсосенский, д. 14, стр. 1, Москва",2740.3,1912,5,1,24
3083,,,"ул. Покровка, д. 15/16, стр. 1, Москва",3723.9,1904,5,2,26
3084,,,"проезд. Полесский, д. 8, Москва",4569.6,1966,5,4,80
3085,,,"ул. Полоцкая, д. 10, Москва",5485.3,0,5,3,158
3086,,,"пер. Последний, д. 3, Москва",1530.7,1996,5,1,14
3087,,,"ул. Преображенский Вал, д. 14, Москва",3464.0,1962,5,4,80
3088,,,"ул. Пржевальского, д. 14/16, Москва",3412.5,1961,5,4,64
3089,,,"ул. Приорова, д. 16, к. 1, Москва",5521.4,1962,5,6,120
3090,,,"пр-кт. Пролетарский, д. 18, к. 4, Москва",3533.0,1964,5,11,220
3091,,,"ул. Просторная, д. 10, к. 4, Москва",3704.0,1966,5,3,60
3092,,,"ул. Профсоюзная, д. 33, к. 3, Москва",3555.9,1961,5,40,79
3093,,,"ул. Профсоюзная, д. 47, Москва",3603.7,1962,5,4,80
3094,,,"ул. Профсоюзная, д. 96, к. 2, Москва",3969.0,1965,5,Не указано,Не указано
3095,,,"ул. Проходчиков, д. 3, Москва",3519.0,1961,5,Не указано,80
3096,,,"проезд. Путевой, д. 10, Москва",4460.0,1965,5,4,80
3097,,,"ул. Пятницкая, д. 2/38, стр. 3, Москва",2664.9,1914,5,1,11
3098,,,"ул. Радужная, д. 12, к. 2, Москва",4150.7,1963,5,3,60
3099,,,"ул. Расковой, д. 9, Москва",3499.0,1961,5,4,80
3100,,,"ул. Расплетина, д. 9, Москва",7651.0,1955,5,4,68
3101,,,"ул. Ремизова, д. 3, к. 1, Москва",3542.0,1958,4,4,60
3102,,,"ул. Рогова, д. 17, Москва",3859.7,1962,5,4,80
3103,,,"ул. Родниковая, д. 6, Москва",4169.0,1966,5,3,60
3104,,,"ш. Рублевское, д. 101, к. 2, Москва",4079.0,1963,5,1,72
3105,,,"ул. Русаковская, д. 12, к. 2, Москва",3999.3,1961,5,4,80
3106,,,"ул. Руставели, д. 10, к. 3, Москва",3431.0,1951,5,2,48
3107,,,"пр-кт. Рязанский, д. 17, Москва",2516.0,1965,5,3,60
3108,,,"пр-кт. Рязанский, д. 47, к. 3, Москва",3376.0,1961,5,4,80
3109,,,"пр-кт. Рязанский, д. 79, Москва",3086.7,1958,5,2,40
3111,,,"б-р. Самаркандский, д. 13, к. 3, Москва",4455.0,1968,5,5,100
3112,,,"б-р. Самаркандский, д. 34, к. 2, Москва",4579.0,1697,5,5,100
3113,,,"проезд. Саперный, д. 12, к. 2, Москва",1913.0,1959,5,3,30
3114,,,"ул. Свободы, д. 1, к. 1, Москва",3184.6,1960,5,3,57
3115,,,"ул. Свободы, д. 8/4, стр. 2, Москва",3135.0,1961,5,3,60
3116,,,"ул. Свободы, д. 83, к. 1, Москва",4446.3,1965,5,5,100
3117,,,"ул. Свободы, д. 89, к. 4, Москва",4498.5,1964,5,5,96
3118,,,"пр-кт. Севастопольский, д. 5, к. 1, Москва",3388.0,1956,5,3,50
3119,,,"пр-кт. Севастопольский, д. 11, к. 1, Москва",1973.9,1966,5,3,48
3121,,,"пр-кт. Севастопольский, д. 57, Москва",3550.0,1964,5,4,80
3123,,,"ул. Сельскохозяйственная, д. 13, к. 4, Москва",3171.0,1958,5,4,56
3124,,,"ул. Сергея Эйзенштейна, д. 6, к. 2, стр. 1, Москва",1931.0,1960,5,2,40
3125,,,"ул. Сеславинская, д. 6, Москва",3427.0,1964,5,4,80
3126,,,"пер. Сивцев Вражек, д. 6/2, Москва",1676.2,1905,5,2,12
3127,,,"проезд. Симферопольский, д. 5, Москва",4585.0,1960,5,4,80
3128,,,"б-р. Сиреневый, д. 11, к. 1, Москва",6814.8,1960,5,6,120
3129,,,"б-р. Сиреневый, д. 25, Москва",3562.4,1960,5,4,60
3130,,,"б-р. Сиреневый, д. 69, к. 3, Москва",3966.0,1965,5,4,80
3131,,,"ул. Скаковая, д. 34, к. 1, Москва",2897.0,1959,5,3,60
3132,,,"ул. Смольная, д. 9, Москва",8164.6,1966,5,6,119
3133,,,"ул. Снежная, д. 7, Москва",2637.0,1964,5,3,60
3136,,,"пр-кт. Союзный, д. 4, Москва",9192.0,1963,5,10,185
3137,,,"ул. Спиридоновка, д. 36, стр. 1, Москва",1355.3,1907,5,1,9
3138,,,"ул. Первомайская Ср., д. 42/6, Москва",4439.0,1954,5,3,57
3139,,,"ул. Ставропольская, д. 2, Москва",2406.8,1961,5,3,60
3140,,,"ул. Ставропольская, д. 21А, Москва",3354.3,1963,5,4,80
3141,,,"ул. Стандартная, д. 9, к. 2, Москва",2761.0,1960,5,3,60
3142,,,"пер. Староконюшенный, д. 41, стр. 1, Москва",1157.4,1910,5,1,10
3143,,,"пер. Старопименовский, д. 8, Москва",2922.0,1917,5,3,30
3144,,,"ул. Степана Шутова, д. 8, к. 2, Москва",3534.0,1966,5,4,80
3145,,,"ул. Сторожевая, д. 30, к. 3, Москва",3853.0,1964,5,4,80
3147,,,"пер. Стрельбищенский, д. 22а, Москва",3498.7,1953,5,3,45
3148,,,"ул. Стройковская, д. 19/2, Москва",4211.0,1961,5,1,80
3149,,,"ул. Студенческая, д. 16, Москва",8703.0,1960,5,11,174
3150,,,"ул. Суворовская, д. 24, Москва",4841.9,1961,5,3,52
3151,,,"ул. Судакова, д. 22/10, Москва",3756.0,1960,5,2,63
3152,,,"ул. Судостроительная, д. 36, Москва",3783.5,1959,5,4,56
3153,,,"ул. Сущевский Вал, д. 63, Москва",3528.2,1960,5,4,69
3154,,,"ул. Таганрогская, д. 10/21, Москва",6700.2,1964,5,8,63
3155,,,"ул. Таганская, д. 30/2, Москва",2434.0,1911,5,2,40
3156,,,"ул. Ташкентская, д. 14, к. 3, Москва",4498.0,1968,5,5,100
3157,,,"ул. Тверская, д. 12, стр. 2, Москва",7215.0,1894,5,Не указано,5
3159,,,"пер. Токмаков, д. 7, Москва",1772.4,1917,5,1,28
3160,,,"пер. Троилинский, д. 4/7, Москва",3526.4,1959,5,4,50
3161,,,"ул. Трубная, д. 25, стр. 1, Москва",1618.8,1925,5,2,28
3162,,,"ул. Тучковская, д. 11, Москва",4035.0,1964,5,5,99
3163,,,"пер. Угловой, д. 21, Москва",2467.0,1964,5,3,60
3164,,,"ул. Уральская, д. 6, к. 3, Москва",5142.0,1964,5,6,120
3165,,,"ул. Усачева, д. 38, Москва",3635.0,1961,5,4,76
3166,,,"ул. Ухтомская, д. 6, Москва",7633.0,1957,5,6,75
3167,,,"ул. Ухтомская, д. 20, Москва",2433.0,1959,5,3,45
3168,,,"ул. Фабрициуса, д. 48, Москва",3687.0,1961,5,4,74
3169,,,"пр-кт. Федеративный, д. 5, к. 1, Москва",7064.5,1959,5,3,47
3170,,,"пр-кт. Федеративный, д. 35, Москва",3583.2,1964,5,4,74
3171,,,"пр-кт. Федеративный, д. 52, Москва",6782.6,1961,5,4,80
3172,,,"ул. Феодосийская, д. 5, Москва",3408.5,1969,5,4,80
3173,,,"ул. Ферсмана, д. 13, к. 1, Москва",4054.0,1958,5,4,80
3174,,,"ул. Флотская, д. 52, к. 3, Москва",5696.2,1967,5,4,80
3176,,,"ул. Фонвизина, д. 12А, Москва",3310.0,1960,5,4,60
3177,,,"ул. Фортунатовская, д. 31А, Москва",2487.2,1962,5,3,60
3178,,,"ул. Херсонская, д. 3, Москва",5335.0,1964,5,6,120
3179,,,"ул. Херсонская, д. 12, к. 2, Москва",5239.0,1964,5,6,120
3180,,,"проезд. Хибинский, д. 28, Москва",1623.4,1960,5,2,40
3181,,,"б-р. Химкинский, д. 16, к. 3, Москва",6985.0,1965,5,8,159
3182,,,"ш. Хорошевское, д. 7, стр. 2, Москва",3512.8,1957,5,4,80
3183,,,"ш. Хорошевское, д. 41, к. Е, Москва",3833.5,1964,5,4,80
3185,,,"ул. Чаплыгина, д. 15, стр. 5, Москва",5134.9,1927,5,5,69
3187,,,"ул. Черное Озеро, д. 1, Москва",6092.0,1969,5,8,129
3188,,,"ул. Черняховского, д. 11, к. 2, Москва",2667.0,1963,5,3,42
3189,,,"проезд. Черского, д. 11, Москва",3204.0,1966,5,3,130
3190,,,"б-р. Чистопрудный, д. 12, к. 3, Москва",3658.6,1937,5,6,60
3191,,,"б-р. Чонгарский, д. 18, к. 1, Москва",3462.0,1964,5,4,не указано
3192,,,"ул. Чусовская, д. 11, к. 8, Москва",5117.2,1964,5,6,120
3193,,,"ул. Шаболовка, д. 59, к. 2, Москва",2571.3,1962,5,3,60
3194,,,"ул. Шверника, д. 18, к. 1, Москва",4176.8,1959,5,4,80
