Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,YouTube,Широта,Долгота,2GIS URL,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
Сельский филиал №6,,Библиотеки,"улица Спортивная, 3/4",2 этаж,142438.0,,,,Богородский городской округ,Московская область,Россия,,+03:00,84965147847,,,http://mcb-noginsk.mo.muzkult.ru,,,,,,55.862454,38.587454,https://2gis.com/firm/70000001048991562,,,,
Солнечногорск МРБ,Библиотечный пункт выдачи,Библиотеки,"Центральная, 20",9 кабинет; 1 этаж,141504.0,,,Солнечногорск,Солнечногорск городской округ,Московская область,Россия,"Вт: 10:20-13:30, 14:00-17:30; Ср: 10:20-13:30, 14:00-17:30; Чт: 10:20-13:30, 14:00-17:30",+03:00,84962621863,,,http://soln-biblio.mo.muzkult.ru,,,,,,56.167694,36.956218,https://2gis.com/firm/70000001065494981,,,,
Новобытовская сельская библиотека,,Библиотеки,"Новая, 29",,142322.0,,,,Чехов городской округ,Московская область,Россия,"Пн: 10:00-13:00, 14:00-18:00; Вт: 10:00-19:00; Ср: 12:00-20:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-13:00, 14:00-18:00",+03:00,84967241328,,,http://www.chehovcbs.ru,,,,,,55.059141,37.604056,https://2gis.com/firm/70000001049548864,,,,
Централизованная библиотечная система,г. Павловский Посад,Библиотеки,"село Рахманово, 84",,142520.0,,,,Павловский Посад городской округ,Московская область,Россия,"Вт: 11:00-14:00, 14:30-17:30; Ср: 11:00-14:00, 14:30-17:30; Чт: 11:00-14:00, 14:30-17:30; Пт: 11:00-14:00, 14:30-17:30; Сб: 11:00-14:00, 14:30-17:30",+03:00,84964351556 (единая справочная: вт-вс 11:00-21:00),,,http://pplib.ru,,,,,,55.744561,38.610007,https://2gis.com/firm/70000001033554858,,,,
Центральная детская библиотека,г. Солнечногорск,Библиотеки; Копировальные услуги,"Дзержинского, 21/19",1 этаж,141506.0,,,Солнечногорск,Солнечногорск городской округ,Московская область,Россия,Пн: 09:30-18:00; Вт: 09:30-18:00; Ср: 09:30-18:00; Чт: 09:30-18:00; Пт: 09:30-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00 (санитарный день: последний день месяца),+03:00,84962644664,,,,,,,https://vk.com/solncdb,,56.185942,36.985341,https://2gis.com/firm/70000001029155415,,,,
Кривцовская сельская библиотека,,Библиотеки,"деревня Кривцово, 5",,141554.0,,,,Солнечногорск городской округ,Московская область,Россия,Вт: 11:30-18:00; Ср: 11:30-18:00; Чт: 11:30-18:00; Пт: 11:30-18:00; Сб: 11:30-18:00,+03:00,89152073912,,,,,,,,,56.141838,36.89455,https://2gis.com/firm/70000001065666979,,,,
Чубаровская библиотека,,Библиотеки,"деревня Бухловка, 47",,249163.0,,,,Жуковский район,Калужская область,Россия,"Пн: 10:00-13:00, 14:00-17:00; Вт: 10:00-13:00, 14:00-17:00; Ср: 10:00-13:00, 14:00-17:00; Чт: 10:00-13:00, 14:00-17:00; Пт: 10:00-13:00, 14:00-17:00; Сб: 10:00-13:00, 14:00-17:00",+03:00,84843222383,,,,,,,,,55.190633,36.908306,https://2gis.com/firm/4504128908800406,,,,
Центральная библиотека им. Виктора Гаврилина,,Библиотеки,"Красная улица, 126",1 этаж,141503.0,,,Солнечногорск,Солнечногорск городской округ,Московская область,Россия,Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 11:00-21:00; Вс: 15:00-21:00 (санитарный день: последний день месяца),+03:00,84962647929,,,http://soln-biblio.mo.muzkult.ru,,,,https://vk.com/solnbiblio,,56.19043,36.973868,https://2gis.com/firm/70000001027683886,,,,
Солнечногорская межпоселенческая районная библиотека,г. Солнечногорск,Библиотеки,"Красная улица, 113",1 этаж,141503.0,,,Солнечногорск,Солнечногорск городской округ,Московская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00 (санитарный день: последний день месяца),+03:00,84962644664,,,,,,,,,56.19123,36.970835,https://2gis.com/firm/70000001057224003,,,,
Тимоновская городская библиотека,,Библиотеки,"Подмосковная, 50",,141507.0,Тимоново м-н,,Солнечногорск,Солнечногорск городской округ,Московская область,Россия,"Пн: 10:00-13:30, 14:00-18:30; Вт: 10:00-13:30, 14:00-18:30; Ср: 10:00-13:30, 14:00-18:30; Чт: 10:00-13:30, 14:00-18:30; Пт: 10:00-13:30, 14:00-18:30; Сб: 10:00-13:30, 14:00-18:00 (санитарный день: последний день месяца)",+03:00,84962644664,89309404095,,,,,,,,56.215639,37.024923,https://2gis.com/firm/70000001049916663,,,,
ЦБ Богородского городского округа,Сельский филиал №9,Библиотеки,"Школьная, 135а",,142436.0,,,,Богородский городской округ,Московская область,Россия,Вт: 12:00-19:00; Ср: 12:00-19:00; Чт: 12:00-19:00; Пт: 12:00-19:00; Сб: 12:00-19:00,+03:00,84965147847,,,http://mcb-noginsk.mo.muzkult.ru,,,,,,55.98974,38.545676,https://2gis.com/firm/70000001064291444,,,,
Фряновская библиотека №3,,Библиотеки,"Текстильщиков, 4",,141146.0,,,,Щёлково городской округ,Московская область,Россия,Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-18:00; Вс: 11:00-19:00,+03:00,84965634969,,,,,,,https://vk.com/public201341175,,56.115163,38.414533,https://2gis.com/firm/70000001064092320,,,,
Воскресенская централизованная библиотечная система,Филиал №27,Библиотеки,"50 лет Октября, 6",,140251.0,Красный Холм м-н,,Белоозёрский,Воскресенск городской округ,Московская область,Россия,Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-16:00 (санитарный день: последняя пт месяца),+03:00,84964472180,,,http://voslib.ru,,,,https://vk.com/club100436330,,55.448212,38.480149,https://2gis.com/firm/70000001029109317,,,,
Вельяминовская сельская библиотека,,Библиотеки,"село Вельяминово, 1а",,142063.0,,,,Домодедово городской округ,Московская область,Россия,"Вт: 10:00-13:00, 14:00-19:00; Ср: 10:00-13:00, 14:00-19:00; Чт: 10:00-13:00, 14:00-19:00; Пт: 10:00-13:00, 14:00-19:00; Сб: 10:00-13:00, 14:00-19:00",+03:00,,,,,,,,,,55.192006,37.870457,https://2gis.com/firm/70000001057765602,,,,
Централизованная библиотечная система,г. Павловский Посад,Библиотеки,"Крупской, 4",,142541.0,,,,Павловский Посад городской округ,Московская область,Россия,"Вт: 10:30-14:00, 14:30-19:00; Ср: 10:30-14:00, 14:30-19:00; Чт: 10:30-14:00, 14:30-19:00; Пт: 10:30-14:00, 14:30-19:00; Сб: 10:30-14:00, 14:30-19:00",+03:00,84964379857,,,http://pplib.ru,,,,,,55.813236,38.647915,https://2gis.com/firm/70000001033584560,,,,
Централизованная библиотечная система,г. Павловский Посад,Библиотеки,"Орджоникидзе, 37",1 этаж,142500.0,,,Павловский Посад,Павловский Посад городской округ,Московская область,Россия,"Вт: 10:30-14:00, 14:30-19:00; Ср: 10:30-14:00, 14:30-19:00; Чт: 10:30-14:00, 14:30-19:00; Пт: 10:30-14:00, 14:30-19:00; Сб: 10:30-14:00, 14:30-19:00",+03:00,84964351556 (единая справочная: вт-вс 11:00-21:00),,,http://pplib.ru,,,,,,55.771149,38.653247,https://2gis.com/firm/70000001038366584,,,,
Библиотека рп. Фосфоритный,,Библиотеки,"Зайцева, 22Б",,140241.0,,,,Воскресенск городской округ,Московская область,Россия,"Пн: 10:00-13:00, 14:00-19:00; Ср: 10:00-13:00, 14:00-19:00; Чт: 10:00-13:00, 14:00-19:00; Пт: 10:00-13:00, 14:00-19:00; Сб: 10:00-13:00, 14:00-18:00 (санитарный день: последняя пт месяца)",+03:00,84964443373,,,,,,,https://vk.com/id422600751,,55.333747,38.888705,https://2gis.com/firm/70000001032541089,,,,
Централизованная библиотечная система,г. Павловский Посад,Библиотеки,"Выставкина, 1",,142500.0,,,Павловский Посад,Павловский Посад городской округ,Московская область,Россия,Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00 (санитарный день: последний чт месяца),+03:00,84964351556 (единая справочная: вт-вс 11:00-21:00),,,http://pplib.ru,,,,,,55.780991,38.663888,https://2gis.com/firm/70000001023813304,,,,
Старниковская библиотека,,Библиотеки,"деревня Старниково, вл112",,140167.0,,,,Раменский городской округ,Московская область,Россия,Пн: 12:00-18:00; Вт: 12:00-18:00; Ср: 12:00-18:00; Чт: 12:00-18:00; Пт: 12:00-18:00; Сб: 12:00-18:00 (санитарный день: последний рабочий день месяца ),+03:00,89168720236,,,,,,,https://vk.com/public101054582,,55.362928,38.402728,https://2gis.com/firm/70000001038026328,,,,
Южный отдел,г. Павловский Посад,Библиотеки,"Тимирязева, 2",1 этаж,142507.0,,,Павловский Посад,Павловский Посад городской округ,Московская область,Россия,"Вт: 10:30-14:00, 14:30-19:00; Ср: 10:30-14:00, 14:30-19:00; Чт: 10:30-14:00, 14:30-19:00; Пт: 10:30-14:00, 14:30-19:00; Сб: 10:30-14:00, 14:30-19:00",+03:00,84964351556 (единая справочная: вт-вс 11:00-21:00),,,http://pplib.ru,,,,,,55.769083,38.671264,https://2gis.com/firm/70000001038358651,,,,
Фряновская библиотека №1,,Библиотеки,"Лепешкина, 2а к2",,141146.0,,,,Щёлково городской округ,Московская область,Россия,Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+03:00,84965635472,,,,,,,https://vk.com/public201573898,,56.137795,38.431505,https://2gis.com/firm/70000001064067450,,,,
ЦБ Богородского городского округа,,Библиотеки,"Школьная, 16Б",,142436.0,,,,Богородский городской округ,Московская область,Россия,,+03:00,89067925145,,,http://mcb-noginsk.mo.muzkult.ru,,,,,,56.0197,38.568586,https://2gis.com/firm/70000001065395033,,,,
Библиотека № 1,,Библиотеки,"Гагарина, 47а",,142304.0,Венюково м-н,,Чехов,Чехов городской округ,Московская область,Россия,"Пн: 10:00-13:00, 14:00-19:00; Вт: 10:00-13:00, 14:00-19:00; Ср: 11:00-13:00, 14:00-20:00; Чт: 10:00-13:00, 14:00-19:00; Пт: 10:00-13:00, 14:00-19:00; Сб: 10:00-13:00, 14:00-18:00 (санитарный день: последняя пт месяца)",+03:00,84967276675,,,http://chehovcbs.ru,,,,,,55.165756,37.427318,https://2gis.com/firm/70000001048991589,,,,
Шараповская сельская библиотека,,Библиотеки,"Ленина, 7",,142323.0,,,,Чехов городской округ,Московская область,Россия,"Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00; Сб: 10:00-13:00, 14:00-18:00",+03:00,,,,,,,,,,55.189451,37.260758,https://2gis.com/firm/70000001039466121,,,,
Фряновская библиотека №2,,Библиотеки,"площадь Ленина, 8",,141146.0,,,,Щёлково городской округ,Московская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-18:00,+03:00,84962516503,,,,,,,https://vk.com/club212578541,,56.135009,38.446828,https://2gis.com/firm/70000001064067379,,,,
Городская библиотека №2,г. Чехов,Библиотеки,"Полиграфистов, 11а",1 этаж,142300.0,,,Чехов,Чехов городской округ,Московская область,Россия,"Пн: 10:00-13:00, 14:00-19:00; Вт: 10:00-13:00, 14:00-19:00; Ср: 10:00-13:00, 14:00-19:00; Чт: 10:00-13:00, 14:00-19:00; Пт: 10:00-13:00, 14:00-19:00; Сб: 10:00-13:00, 14:00-18:00 (санитарный день: последняя пт месяца)",+03:00,84967233717,,,,,,,,,55.156117,37.475893,https://2gis.com/firm/4504128908589366,,,,
Булаковская сельская библиотека,,Библиотеки,"деревня Булаково, 2а",,141137.0,,,,Щёлково городской округ,Московская область,Россия,Вт: 12:00-18:00; Ср: 11:00-18:00; Чт: 11:00-18:00; Пт: 12:00-18:00; Сб: 12:00-18:00 (санитарный день: последний рабочий день месяца ),+03:00,84965635264,,,,,,,https://vk.com/club173723127,,56.181265,38.37689,https://2gis.com/firm/70000001030792728,,,,
Воскресенская централизованная библиотечная система,Филиал №25,Библиотеки,"Некрасова, 11а",,140202.0,,,,Воскресенск городской округ,Московская область,Россия,"Ср: 11:00-14:00, 15:00-19:00; Чт: 11:00-14:00, 15:00-19:00; Пт: 11:00-14:00, 15:00-19:00; Сб: 11:00-14:00, 15:00-18:00 (санитарный день: последняя пт месяца)",+03:00,84964424986 (единая справочная),,,http://voslib.ru,,,,https://vk.com/club100436330,,55.27561,38.647062,https://2gis.com/firm/70000001029109354,,,,
Централизованная библиотечная система,г. Павловский Посад,Библиотеки,"Чкалова, 6",,142504.0,,,Павловский Посад,Павловский Посад городской округ,Московская область,Россия,"Вт: 10:30-14:00, 14:30-19:00; Ср: 10:30-14:00, 14:30-19:00; Чт: 10:30-14:00, 14:30-19:00; Пт: 10:30-14:00, 14:30-19:00; Сб: 10:30-14:00, 14:30-19:00",+03:00,84964356423,,,http://pplib.ru,,,,,,55.788189,38.697933,https://2gis.com/firm/70000001048537914,,,,
Большеалексеевская сельская библиотека,,Библиотеки,"Садовая, 1",1 этаж,142853.0,,,,Ступино городской округ,Московская область,Россия,"Вт: 10:00-13:00, 14:00-19:00; Ср: 10:00-13:00, 14:00-19:00; Чт: 10:00-13:00, 14:00-19:00; Пт: 10:00-13:00, 14:00-19:00; Сб: 10:00-13:00, 14:00-19:00 (санитарный день: последний рабочий день месяца)",+03:00,89265759233,,,,,,,https://vk.com/id491822468,,55.241653,38.204297,https://2gis.com/firm/4504128908806959,,,,
Детская библиотека,,Библиотеки,"Чехова, 2",,142301.0,,,Чехов,Чехов городской округ,Московская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:30-17:00 (санитарный день: последняя пт месяца),+03:00,84967223050,,,,,,,,,55.147107,37.48404,https://2gis.com/firm/4504127920772680,,,,
Ленский отдел,г. Павловский Посад,Библиотеки,"Интернациональный переулок, 29/1",2 этаж,142505.0,,,Павловский Посад,Павловский Посад городской округ,Московская область,Россия,"Вт: 10:30-14:00, 14:30-19:00; Ср: 10:30-14:00, 14:30-19:00; Чт: 10:30-14:00, 14:30-19:00; Пт: 10:30-14:00, 14:30-19:00; Сб: 10:30-14:00, 14:30-19:00",+03:00,84964351556 (единая справочная: вт-вс 11:00-21:00),,,http://pplib.ru,,,,,,55.772131,38.705865,https://2gis.com/firm/70000001038117360,,,,
Централизованная библиотечная сеть городского округа Чехов,,Библиотеки,"Лопасненская, 10",1 этаж,142306.0,,,Чехов,Чехов городской округ,Московская область,Россия,Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-19:00 (санитарный день: последний день месяца),+03:00,84967268148,,,http://chehovcbs.ru,,,,https://vk.com/chehovcb,https://youtube.com/channel/UCyGixjThfgkyVGH3dCQ_XTA,55.145951,37.457165,https://2gis.com/firm/4504127920676605,,,,
Васильевская сельская библиотека,,Библиотеки,"деревня Васильевское, 9а",,142277.0,,,,Серпухов городской округ,Московская область,Россия,,+03:00,84967705958,,,,,,,,,55.002384,37.41601,https://2gis.com/firm/70000001047863192,,,,
Воскресенская централизованная библиотечная система,Филиал №10,Библиотеки,"Коммунистическая, 9",,140230.0,,,,Воскресенск городской округ,Московская область,Россия,"Пн: 10:00-13:00, 13:30-16:00; Вт: 10:00-13:00, 13:30-16:00; Ср: 10:00-13:00, 13:30-16:00; Чт: 10:00-13:00, 13:30-16:00; Пт: 10:00-13:00, 13:30-15:30",+03:00,84964424986 (единая справочная),,,http://voslib.ru,,,,https://vk.com/club100436330,,55.42427,38.552571,https://2gis.com/firm/70000001029109397,,,,
Воскресенская централизованная библиотечная система,филиал №30,Библиотеки,"Парковая, 1",,140231.0,,,,Воскресенск городской округ,Московская область,Россия,"Вт: 12:00-14:00, 15:00-19:00; Ср: 12:00-14:00, 15:00-19:00; Чт: 12:00-14:00, 15:00-19:00; Пт: 12:00-14:00, 15:00-19:00; Сб: 12:00-14:00, 15:00-19:00; Вс: 12:00-14:00, 15:00-19:00 (санитарный день: последняя пт месяца)",+03:00,84964424986 (единая справочная),,,http://voslib.ru,,,,https://vk.com/club100436330,,55.435774,38.58465,https://2gis.com/firm/70000001029106186,,,,
Городская библиотека,,Библиотеки,"Свердлова, 2",3 этаж,601021.0,Красный Октябрь м-н,,Киржач,Киржачский район,Владимирская область,Россия,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,84923761357,,,,,,,,,56.115949,38.875069,https://2gis.com/firm/70000001027582743,,,,
Воскресенская централизованная библиотечная система,Филиал №5,Библиотеки,"Центральная, 9а",,140221.0,,,,Воскресенск городской округ,Московская область,Россия,"Ср: 11:00-14:00, 15:00-19:00; Чт: 11:00-14:00, 15:00-19:00; Пт: 11:00-14:00, 15:00-19:00; Сб: 11:00-14:00, 15:00-17:00 (санитарный день: последняя пт месяца)",+03:00,84964424986 (единая справочная),,,http://voslib.ru,,,,https://vk.com/club100436330,,55.494996,38.646604,https://2gis.com/firm/70000001025270590,,,,
Воскресенская централизованная библиотечная система,Филиал №18,Библиотеки,"село Косяково, 73Б",,140207.0,,,,Воскресенск городской округ,Московская область,Россия,"Ср: 11:00-14:00, 15:00-19:00; Чт: 11:00-14:00, 15:00-19:00; Пт: 11:00-14:00, 15:00-19:00; Сб: 11:00-14:00, 15:00-18:00 (санитарный день: последняя пт месяца)",+03:00,84964424986 (единая справочная),,,http://voslib.ru,,,,https://vk.com/club100436330,,55.351509,38.499135,https://2gis.com/firm/70000001029109375,,,,
Манушкинская сельская библиотека,,Библиотеки,"деревня Манушкино, 28",,142321.0,,,,Чехов городской округ,Московская область,Россия,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+03:00,,,,http://www.chehovcbs.ru,,,,,,55.114358,37.450871,https://2gis.com/firm/70000001049241734,,,,
Крюковская сельская библиотека,,Библиотеки,"деревня Крюково, 16",,142324.0,,,,Чехов городской округ,Московская область,Россия,"Пн: 11:00-13:00, 14:00-19:00; Вт: 11:00-13:00, 14:00-19:00; Ср: 11:00-13:00, 14:00-19:00; Чт: 11:00-13:00, 14:00-19:00; Пт: 11:00-13:00, 14:00-19:00; Сб: 11:00-13:00, 14:00-19:00",+03:00,84967275099,,,http://www.chehovcbs.ru/kryukovskaya-sb,,,,,,55.101184,37.553592,https://2gis.com/firm/70000001033115154,,,,
Михневская детская библиотека №23,,Библиотеки,"Московская, 7",,142840.0,,,,Ступино городской округ,Московская область,Россия,"Пн: 11:00-14:00, 15:00-19:00; Вт: 11:00-14:00, 15:00-19:00; Ср: 11:00-14:00, 15:00-19:00; Чт: 11:00-14:00, 15:00-19:00; Пт: 11:00-14:00, 15:00-19:00; Сб: 11:00-14:00, 15:00-19:00 (санитарный день: последняя пт месяца)",+03:00,,,,,,,,https://vk.com/club161308538,,55.126137,37.947287,https://2gis.com/firm/70000001033446763,,,,
Центральная детская библиотека им. А.С. Пушкина,,Библиотеки,"Гагарина, 8",2 этаж,601010.0,,,Киржач,Киржачский район,Владимирская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-14:45 (санитарный день: первое число месяца),+03:00,84923720451,,,,,,,,,56.159175,38.867444,https://2gis.com/firm/70000001038201884,,,,
Михневская взрослая библиотека №22,,Библиотеки,"Советская, 32",,142840.0,,,,Ступино городской округ,Московская область,Россия,"Вт: 15:00-19:00; Ср: 11:00-14:00, 15:00-19:00; Чт: 11:00-14:00, 15:00-19:00; Пт: 11:00-14:00, 15:00-19:00; Сб: 10:00-14:00, 15:00-18:00 (санитарный день: последний рабочий день месяца)",+03:00,,,,http://cbstupino.ru,,,,,,55.119487,37.949903,https://2gis.com/firm/70000001038210076,,,,
Центральная библиотека,,Библиотеки,"Советская площадь, 2",,142530.0,,,Электрогорск,Электрогорск городской округ,Московская область,Россия,Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00 (санитарный день: последний чт месяца),+03:00,84964333346,,,,,,,,,55.883528,38.783421,https://2gis.com/firm/70000001041982309,,,,
Нерастанновская сельская библиотека,,Библиотеки,,,142325.0,Нерастанное пос.,,,Чехов городской округ,Московская область,Россия,"Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00; Сб: 10:00-13:00, 14:00-18:00",+03:00,89055602037,,,http://www.chehovcbs.ru,,,,,,55.072719,37.672933,https://2gis.com/firm/70000001050375763,,,,
Воскресенская централизованная библиотечная система,Филиал №16,Библиотеки,"Центральная улица, 23а",,140220.0,,,,Воскресенск городской округ,Московская область,Россия,"Ср: 13:00-16:00, 16:30-20:30; Чт: 13:00-16:00, 16:30-20:30; Пт: 13:00-16:00, 16:30-20:30; Сб: 13:00-16:00, 16:30-20:30 (санитарный день: последняя пт месяца)",+03:00,84964458773,,,http://voslib.ru,,,,https://vk.com/club100436330,,55.40654,38.657759,https://2gis.com/firm/70000001033724309,,,,
Ивановская сельская библиотека №21,городского округа Ступино Московской области,Библиотеки,"Мира, 1/7",,142832.0,,,,Ступино городской округ,Московская область,Россия,"Вт: 10:30-14:00, 14:30-19:00; Ср: 11:30-14:00, 14:30-19:00; Чт: 11:30-14:00, 14:30-19:00; Пт: 11:30-14:00, 14:30-19:00; Сб: 11:30-14:00, 14:30-19:00",+03:00,,,,http://cbstupino.ru,,,,https://vk.com/ivanovskaya_biblioteka,,55.076874,37.841342,https://2gis.com/firm/70000001059890331,,,,
Центральная библиотека,Орехово-Зуевский городской округ,Библиотеки,"Юбилейная, 4",,142660.0,,,Дрезна,Орехово-Зуевский городской округ,Московская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+03:00,84964146258 (горячая линия: круглосуточно),,,http://mcboz.ru/,,,,https://vk.com/id616168627,,55.741259,38.843645,https://2gis.com/firm/70000001064412603,,,,
Дрезненская городская библиотека,,Библиотеки,"Южная, 1",,142660.0,,,Дрезна,Орехово-Зуевский городской округ,Московская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00 (санитарный день: последний день месяца),+03:00,84964181263,,,,,,,https://vk.com/id481483674,,55.737282,38.845428,https://2gis.com/firm/70000001028247342,,,,
Семёновская сельская библиотека,,Библиотеки,"Школьная, 14",,142833.0,,,,Ступино городской округ,Московская область,Россия,"Вт: 10:30-14:00, 14:30-19:00; Ср: 11:30-14:00, 14:30-19:00; Чт: 11:30-14:00, 14:30-19:00; Пт: 11:30-14:00, 14:30-19:00; Сб: 11:30-14:00, 14:30-19:00",+03:00,84966492849,,,http://cbstupino.ru,,,,https://vk.com/public173056331,,55.060816,37.764649,https://2gis.com/firm/70000001033379562,,,,
Щуровская городская библиотека,,Библиотеки,"Советская, 60а",,140414.0,Ларцевы Поляны м-н,,Коломна,Коломна городской округ,Московская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Вс: 11:00-19:00,+03:00,84966139448,,,,,,,,,55.052242,38.844428,https://2gis.com/firm/70000001048991611,,,,
Центральная библиотека,Орехово-Зуевский городской округ,Библиотеки,"1 Мая, 14а",,142671.0,,,Ликино-Дулёво,Орехово-Зуевский городской округ,Московская область,Россия,Пн: 09:30-21:00; Вт: 09:30-21:00; Ср: 09:30-21:00; Чт: 09:30-21:00; Пт: 09:30-21:00; Сб: 09:30-21:00 (санитарный день: последний день месяца),+03:00,84964146258 (горячая линия: круглосуточно),,,http://mcboz.ru/,,,,https://vk.com/id616168627,,55.731853,38.957045,https://2gis.com/firm/70000001026959223,,,,
Шарапово-Охотская сельская библиотека,,Библиотеки,"Школьная, 4",,142256.0,,,,Серпухов городской округ,Московская область,Россия,"Пн: 12:30-15:00, 16:30-19:00; Вт: 12:30-15:00, 16:30-19:00; Ср: 12:30-15:00, 16:30-19:00; Пт: 12:30-15:00, 16:30-19:00; Сб: 10:30-15:00, 16:30-18:00",+03:00,84967705958,,,,,,,,,55.039857,37.471372,https://2gis.com/firm/70000001047863945,,,,
Воскресенская централизованная библиотечная система,филиал №29,Библиотеки,"Центральная, 4а",,140225.0,,,,Воскресенск городской округ,Московская область,Россия,"Вт: 11:00-14:00, 15:00-19:00; Ср: 11:00-14:00, 15:00-19:00; Чт: 11:00-14:00, 15:00-19:00; Пт: 11:00-14:00, 15:00-19:00; Сб: 11:00-14:00, 15:00-18:00 (санитарный день: последняя пт месяца)",+03:00,84964453709,,,http://voslib.ru,,,,https://vk.com/club100436330,,55.351585,38.673124,https://2gis.com/firm/70000001029109280,,,,
Библиотека,,Библиотеки,"2-й микрорайон, 31",,142641.0,,,,Орехово-Зуевский городской округ,Московская область,Россия,Пн: 11:30-18:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:30-18:00,+03:00,84964174154,,,,,,,,,55.60428,38.868405,https://2gis.com/firm/70000001049282694,,,,
Воскресенская централизованная библиотечная система,филиал №13,Библиотеки,"село Федино, 11",1 этаж,140209.0,,,,Воскресенск городской округ,Московская область,Россия,"Вт: 11:00-14:00, 14:40-19:00; Ср: 11:00-14:00, 14:40-19:00; Чт: 11:00-14:00, 14:40-19:00; Пт: 11:00-14:00, 14:40-19:00; Сб: 11:00-14:00, 14:40-19:00 (санитарный день: последняя пт месяца)",+03:00,84964457831,,,http://voslib.ru,,,,https://vk.com/club100436330,,55.311762,38.625746,https://2gis.com/firm/70000001025270432,,,,
Малинская библиотека №16,,Библиотеки,"Школьная, 14а",,142850.0,,,,Ступино городской округ,Московская область,Россия,Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00 (санитарный день: последний рабочий день месяца),+03:00,,,,http://cbstupino.ru/,,,,https://vk.com/malinobiblioteka,,55.104778,38.180358,https://2gis.com/firm/70000001040063569,,,,
Кузьменковская сельская библиотека,,Библиотеки,"деревня Старые Кузьменки, 1а",,142271.0,,,,Серпухов городской округ,Московская область,Россия,"Ср: 13:00-14:00, 15:00-19:00; Чт: 13:00-14:00, 15:00-19:00; Пт: 13:00-14:00, 15:00-19:00; Вс: 13:00-14:00, 15:00-19:00",+03:00,84967705958,,,,,,,,,55.040592,37.407344,https://2gis.com/firm/70000001047863739,,,,
